,home,place,match_id,team_name,score,overs,rr,bata,batsr,bbp,balla,eco,ballsr,dbp,wickets_lost,sum_extras,nb,w,lb,pen,b,datetime,winner
109,0,Cazaly's Stadium,100714,New Zealand,242,49.5,4.85,24.2,69.81636363636363,39.01036709547348,44.375,5.103333333333333,52.5,48.61111111111112,10,8,0.0,4.0,4.0,0.0,0.0,2022-09-11 04:20:00,0
110,1,Wankhede Stadium,101865,India,191,39.5,4.79,38.2,53.53,45.96825396825397,23.066666666666663,5.141666666666667,25.666666666666668,64.9673202614379,5,19,1.0,13.0,5.0,0.0,0.0,2023-03-17 08:00:00,1
111,0,Wankhede Stadium,101865,Australia,188,35.4,5.27,18.8,59.82363636363636,48.57047554017251,14.916666666666666,4.626666666666667,20.333333333333336,56.104833647206526,10,10,0.0,3.0,7.0,0.0,0.0,2023-03-17 08:00:00,0
112,1,YS Raja Reddy Stadium,101866,India,117,26,4.5,11.7,40.73636363636364,21.61529300016508,0.0,12.064,0.0,43.333333333333336,10,14,1.0,11.0,2.0,0.0,0.0,2023-03-19 08:00:00,0
113,0,YS Raja Reddy Stadium,101866,Australia,121,11,11.0,0.0,176.66500000000002,84.67023172905526,8.255555555555555,4.01,12.2,62.25,0,4,0.0,4.0,0.0,0.0,0.0,2023-03-19 08:00:00,1
114,1,Chidambaram,101867,India,248,49.1,5.04,24.8,75.95636363636363,30.404804154804157,20.08333333333333,5.510000000000001,20.25,55.37037037037037,10,12,1.0,9.0,2.0,0.0,0.0,2023-03-22 08:00:00,0
115,0,Chidambaram,101867,Australia,269,49,5.48,26.9,81.58181818181818,44.798865045159495,31.1875,4.998,39.75,53.48148148148149,10,12,1.0,7.0,4.0,0.0,0.0,2023-03-22 08:00:00,1
116,1,Supersport Park,102106,South Africa,416,50,8.32,83.2,118.76833333333332,53.49257452000338,27.104166666666664,7.056,23.416666666666664,49.45271867612293,5,17,2.0,10.0,4.0,0.0,1.0,2023-09-15 11:00:00,1
117,0,Supersport Park,102106,Australia,252,34.5,7.23,25.2,103.00090909090908,52.35795695688744,64.625,8.219999999999999,52.5,41.333333333333336,10,14,0.0,9.0,3.0,0.0,2.0,2023-09-15 11:00:00,0
118,1,Mangaung Oval,102107,South Africa,222,49,4.53,22.2,47.97818181818182,32.15127177447752,34.0,5.859999999999999,37.2,55.20833333333332,10,19,1.0,11.0,3.0,0.0,4.0,2023-09-07 11:00:00,0
119,0,Mangaung Oval,102107,Australia,225,40.2,5.57,32.142857142857146,76.87777777777777,49.50369710173632,29.133333333333333,4.102,41.2,63.88888888888889,7,17,2.0,15.0,0.0,0.0,0.0,2023-09-07 11:00:00,1
120,1,Mangaung Oval,102108,South Africa,269,41.5,6.43,26.9,82.34636363636365,40.94624411029235,41.9375,8.068333333333333,34.5,42.45590828924163,10,9,0.0,6.0,3.0,0.0,0.0,2023-09-09 11:00:00,0
121,0,Mangaung Oval,102108,Australia,392,50,7.84,49.0,94.017,38.07681832014607,21.0,7.1933333333333325,22.75,44.73781849225112,8,17,2.0,12.0,1.0,0.0,2.0,2023-09-09 11:00:00,1
122,1,JB Marks Oval,102109,South Africa,338,50,6.76,56.333333333333336,94.45875,32.98283218565396,22.875,7.546666666666667,21.125,52.01232247284879,6,12,0.0,9.0,3.0,0.0,0.0,2023-09-12 11:00:00,1
123,0,JB Marks Oval,102109,Australia,227,34.3,6.57,22.7,90.99181818181818,54.01531015868584,52.625,7.191666666666666,49.5,39.81481481481482,10,7,1.0,4.0,2.0,0.0,0.0,2023-09-12 11:00:00,0
124,1,The Wanderers Stadium,102110,South Africa,315,50,6.3,35.0,71.93545454545455,33.85003669149174,20.016666666666666,5.646000000000001,19.7,59.62037037037037,9,10,1.0,7.0,2.0,0.0,0.0,2023-09-17 08:00:00,1
125,0,The Wanderers Stadium,102110,Australia,193,34.1,5.64,19.3,73.31636363636363,43.38972871845999,35.733333333333334,6.753333333333334,34.0,52.29166666666666,10,10,2.0,1.0,6.0,0.0,1.0,2023-09-17 08:00:00,0
126,1,Punjab Cricket Association Stadium,102962,India,281,48.4,5.77,56.2,80.07000000000001,34.19459367783797,37.8,5.4,48.0,51.66666666666666,5,4,0.0,3.0,1.0,0.0,0.0,2023-09-22 08:00:00,1
127,0,Punjab Cricket Association Stadium,102962,Australia,276,50,5.52,27.6,102.46,42.87069397137495,42.833333333333336,6.015000000000001,49.333333333333336,43.87531928480204,10,8,1.0,1.0,2.0,0.0,4.0,2023-09-22 08:00:00,0
128,1,Holkar Cricket Stadium,102963,India,399,50,7.98,79.8,134.08857142857144,63.073209432656434,23.666666666666668,7.659999999999999,19.666666666666668,48.82936507936508,5,14,1.0,13.0,0.0,0.0,0.0,2023-09-24 08:00:00,1
129,0,Holkar Cricket Stadium,102963,Australia,217,28.2,7.65,21.7,105.87,58.26199102050749,67.875,7.903333333333333,52.5,33.61111111111111,10,7,0.0,3.0,3.0,0.0,1.0,2023-09-24 08:00:00,0
130,1,Saurashtra Cricket Association Stadium,102964,India,286,49.4,5.75,28.6,70.75363636363636,37.87736954403621,41.0,7.258333333333333,30.5,41.85185185185185,10,6,0.0,5.0,1.0,0.0,0.0,2023-09-27 08:00:00,0
131,0,Saurashtra Cricket Association Stadium,102964,Australia,352,50,7.04,50.285714285714285,95.48,40.20477956881465,39.0,5.798333333333333,38.16666666666666,49.83134920634921,7,9,0.0,8.0,1.0,0.0,0.0,2023-09-27 08:00:00,1
132,1,SCG,11482,Australia,258,50,5.16,36.85714285714285,94.90666666666668,29.756157484184016,15.375,4.986666666666667,21.0,55.30753968253968,7,5,2.0,0.0,3.0,0.0,0.0,2020-03-13 03:30:00,1
133,0,SCG,11482,New Zealand,187,41,4.56,18.7,75.03636363636363,37.21394395078605,21.33333333333333,5.206666666666666,24.33333333333333,48.711419753086425,10,9,0.0,4.0,5.0,0.0,0.0,2020-03-13 03:30:00,0
134,1,Boland Park,15263,South Africa,291,50,5.82,41.57142857142857,72.74666666666667,17.91783927454659,30.4,4.738,37.4,44.60714285714285,7,12,0.0,6.0,5.0,0.0,1.0,2020-02-29 11:00:00,1
135,0,Boland Park,15263,Australia,217,45.1,4.8,21.7,74.54454545454546,26.75758316708252,35.833333333333336,5.916666666666667,36.66666666666666,41.11111111111112,10,7,0.0,4.0,3.0,0.0,0.0,2020-02-29 11:00:00,0
136,1,Mangaung Oval,15264,South Africa,274,48.3,5.64,68.5,72.085,22.88415338029965,34.291666666666664,5.359999999999999,40.0,44.66666666666667,4,13,1.0,8.0,4.0,0.0,0.0,2020-03-04 11:00:00,1
137,0,Mangaung Oval,15264,Australia,271,50,5.42,27.1,84.4809090909091,20.651522390652826,45.333333333333336,6.376666666666668,49.0,36.44411955815465,10,7,0.0,4.0,3.0,0.0,0.0,2020-03-04 11:00:00,0
138,1,JB Marks Oval,15265,South Africa,258,45.3,5.67,64.5,87.66166666666668,55.21303504679463,27.125,5.141428571428571,31.5,47.39701436130008,4,4,0.0,1.0,3.0,0.0,0.0,2020-03-07 08:00:00,1
139,0,JB Marks Oval,15265,Australia,254,50,5.08,36.285714285714285,60.78222222222222,30.139824167601944,42.16666666666666,6.737142857142857,48.0,48.46560846560847,7,8,0.0,5.0,2.0,0.0,1.0,2020-03-07 08:00:00,0
140,1,Wankhede Stadium,15317,India,255,49.1,5.18,25.5,85.66799999999999,42.08150863782904,0.0,6.783999999999999,0.0,51.67857142857143,10,11,0.0,8.0,3.0,0.0,0.0,2020-01-14 08:00:00,0
141,0,Wankhede Stadium,15317,Australia,258,37.4,6.84,0.0,105.385,62.68465909090909,34.233333333333334,5.118,39.4,50.96296296296296,0,20,0.0,9.0,7.0,0.0,4.0,2020-01-14 08:00:00,1
142,1,Saurashtra Cricket Association Stadium,15318,India,340,50,6.8,56.66666666666666,96.84375,34.74645146520146,30.03333333333334,5.938000000000001,32.8,43.37037037037037,6,14,0.0,5.0,4.0,0.0,5.0,2020-01-17 08:00:00,1
143,0,Saurashtra Cricket Association Stadium,15318,Australia,304,49.1,6.18,30.4,95.72272727272728,37.000307992402846,26.583333333333336,6.711666666666666,25.0,36.458333333333336,10,20,0.0,10.0,10.0,0.0,0.0,2020-01-17 08:00:00,0
144,1,M.Chinnaswamy Stadium,15319,India,289,47.3,6.08,96.33333333333331,117.36799999999998,60.67699893246906,41.1875,5.44,41.25,47.66666666666666,3,10,0.0,8.0,2.0,0.0,0.0,2020-01-19 08:00:00,1
145,0,M.Chinnaswamy Stadium,15319,Australia,286,50,5.72,31.77777777777778,53.456363636363626,18.688026257331195,45.66666666666666,7.207142857142857,59.0,40.22596172972113,9,27,0.0,13.0,14.0,0.0,0.0,2020-01-19 08:00:00,0
146,1,Old Trafford,22107,England,275,50,5.5,30.55555555555556,68.96799999999999,20.611573148050677,30.875,5.68,32.5,47.00000000000001,9,16,1.0,5.0,10.0,0.0,0.0,2020-09-11 12:00:00,0
147,0,Old Trafford,22107,Australia,294,50,5.88,32.666666666666664,94.927,33.79657820042028,31.354166666666668,5.69,31.25,48.65079365079365,9,15,0.0,5.0,2.0,0.0,8.0,2020-09-11 12:00:00,1
148,1,Old Trafford,22108,England,231,50,4.62,25.666666666666668,83.3809090909091,37.62795762795763,25.166666666666668,4.042,29.0,57.0191570881226,9,13,0.0,8.0,5.0,0.0,0.0,2020-09-13 12:00:00,1
149,0,Old Trafford,22108,Australia,207,48.4,4.25,20.7,47.73272727272727,20.044467086808307,32.6,5.303333333333334,43.6,57.98611111111112,10,13,1.0,1.0,11.0,0.0,0.0,2020-09-13 12:00:00,0
150,1,Old Trafford,22109,England,302,50,6.04,43.142857142857146,74.23555555555555,33.74076375134188,43.375,6.1450000000000005,38.5,46.5006038647343,7,19,1.0,10.0,8.0,0.0,0.0,2020-09-16 12:00:00,0
151,0,Old Trafford,22109,Australia,304,49.4,6.12,43.42857142857143,112.7288888888889,46.597188819411045,31.55555555555556,5.751666666666668,33.333333333333336,49.9074074074074,7,14,1.0,8.0,5.0,0.0,0.0,2020-09-16 12:00:00,1
152,1,SCG,22401,Australia,374,50,7.48,62.333333333333336,113.675,34.14413057366348,32.27777777777778,6.135000000000001,29.666666666666668,49.2503248862898,6,21,2.0,12.0,6.0,0.0,1.0,2020-11-27 03:40:00,1
153,0,SCG,22401,India,308,50,6.16,38.5,88.709,41.08740310119621,66.16666666666667,7.339999999999999,50.0,42.66666666666667,8,20,3.0,15.0,2.0,0.0,0.0,2020-11-27 03:40:00,0
154,1,SCG,22402,Australia,389,50,7.78,97.25,148.205,43.81163236584923,30.166666666666664,6.701666666666665,29.8,41.68430335097002,4,7,1.0,4.0,2.0,0.0,0.0,2020-11-29 03:40:00,1
155,0,SCG,22402,India,338,50,6.76,37.55555555555556,96.47909090909091,38.57201737745795,58.66666666666666,7.984285714285714,46.0,35.89569160997733,9,10,2.0,8.0,0.0,0.0,0.0,2020-11-29 03:40:00,0
156,1,Manuka Oval,22403,Australia,289,49.3,5.83,28.9,80.72727272727273,32.03039395659621,54.25,6.15,52.5,43.095238095238095,10,17,2.0,9.0,6.0,0.0,0.0,2020-12-02 03:40:00,0
157,0,Manuka Oval,22403,India,302,50,6.04,60.4,87.6557142857143,38.98986125203844,38.5,5.703999999999999,39.7,50.94736842105264,5,8,2.0,4.0,1.0,0.0,1.0,2020-12-02 03:40:00,1
158,1,Gaddafi Stadium,34307,Pakistan,225,45.2,4.96,22.5,50.13363636363636,20.7040106886811,34.375,6.128333333333334,37.5,43.42592592592592,10,4,1.0,3.0,0.0,0.0,0.0,2022-03-29 10:00:00,0
159,0,Gaddafi Stadium,34307,Australia,313,50,6.26,44.71428571428572,106.10222222222222,29.082686720654863,25.1,4.9471428571428575,29.5,47.5344185293165,7,22,0.0,13.0,9.0,0.0,0.0,2022-03-29 10:00:00,1
160,1,Gaddafi Stadium,34308,Pakistan,349,49,7.12,87.25,118.80833333333332,36.20964287393808,42.9375,7.283333333333334,35.25,37.26851851851852,4,4,0.0,2.0,1.0,0.0,1.0,2022-03-31 10:00:00,1
161,0,Gaddafi Stadium,34308,Australia,348,50,6.96,43.5,86.276,26.63150055592312,41.5,7.055714285714286,34.0,34.96693121693122,8,8,0.0,2.0,6.0,0.0,0.0,2022-03-31 10:00:00,0
162,1,Gaddafi Stadium,34309,Pakistan,214,37.5,5.65,214.0,107.32,50.003462058980894,27.066666666666663,5.040000000000001,30.333333333333336,56.896900269541774,1,3,0.0,2.0,1.0,0.0,0.0,2022-04-02 10:00:00,1
163,0,Gaddafi Stadium,34309,Australia,210,41.5,5.01,21.0,52.14909090909091,33.44471759995864,38.0,5.525714285714286,36.0,43.14814814814815,10,8,0.0,6.0,2.0,0.0,0.0,2022-04-02 10:00:00,0
164,1,The Oval,8211,Sri Lanka,247,45.5,5.38,24.7,85.48454545454545,38.7924160604573,36.5,6.8,38.0,41.11111111111112,10,8,0.0,6.0,2.0,0.0,0.0,2019-06-15 09:30:00,0
165,0,The Oval,8211,Australia,334,50,6.68,47.71428571428572,91.04888888888888,25.85442686413152,26.854166666666668,5.343999999999999,27.625,51.914893617021264,7,14,1.0,9.0,4.0,0.0,0.0,2019-06-15 09:30:00,1
166,1,Trent Bridge,8217,Australia,381,50,7.62,76.2,143.21285714285713,45.97155250342799,37.875,6.738333333333332,34.5,37.01388888888889,5,12,1.0,5.0,5.0,0.0,1.0,2019-06-20 09:30:00,1
167,0,Trent Bridge,8217,Bangladesh,333,50,6.66,41.625,97.25333333333332,42.29440763180836,44.16666666666666,7.56,35.0,36.93672839506173,8,17,0.0,9.0,4.0,0.0,4.0,2019-06-20 09:30:00,0
168,1,Lord's Cricket Ground,8223,England,221,44.4,4.94,22.1,66.21454545454546,47.72256125065114,41.8,5.683333333333334,42.0,49.6604938271605,10,9,0.0,3.0,5.0,0.0,1.0,2019-06-25 09:30:00,0
169,0,Lord's Cricket Ground,8223,Australia,285,50,5.7,40.71428571428572,88.9588888888889,39.69675716042453,16.183333333333334,5.148333333333333,22.33333333333333,57.48931623931623,7,8,0.0,4.0,4.0,0.0,0.0,2019-06-25 09:30:00,1
170,1,Lord's Cricket Ground,8228,New Zealand,157,43.4,3.59,15.7,46.03,30.151515151515152,19.0625,5.048571428571428,26.25,51.7998866213152,10,17,0.0,10.0,3.0,0.0,4.0,2019-06-29 12:30:00,0
171,0,Lord's Cricket Ground,8228,Australia,243,50,4.86,27.0,52.18363636363636,25.83938774580649,15.34,4.06875,29.32,58.610312899106,9,10,0.0,7.0,3.0,0.0,0.0,2019-06-29 12:30:00,1
172,1,Old Trafford,8236,Australia,315,49.5,6.32,31.5,105.56,41.332227015360175,44.25,6.154285714285714,39.75,47.1494708994709,10,7,0.0,3.0,4.0,0.0,0.0,2019-07-06 12:30:00,0
173,0,Old Trafford,8236,South Africa,325,50,6.5,54.16666666666666,97.0257142857143,50.394019956160605,33.03333333333334,6.255714285714285,30.9,46.64877061935886,6,24,0.0,13.0,10.0,0.0,1.0,2019-07-06 12:30:00,1
174,1,Edgbaston,8238,Australia,223,49,4.55,22.3,54.25454545454546,22.729628541749214,52.0,9.095,48.0,48.9429012345679,10,16,0.0,10.0,6.0,0.0,0.0,2019-07-11 09:30:00,0
175,0,Edgbaston,8238,England,226,32.1,7.02,113.0,107.93,68.22195544884622,21.416666666666668,4.516666666666667,30.0,55.97222222222222,2,13,0.0,12.0,1.0,0.0,0.0,2019-07-11 09:30:00,1
182,1,Sher-e-Bangla National Cricket Stadium,101692,Bangladesh,271,50,5.42,38.71428571428572,74.10666666666667,52.64678531345198,26.7,5.691666666666666,30.2,56.10305958132045,7,17,2.0,11.0,3.0,0.0,1.0,2022-12-07 06:00:00,1
183,0,Sher-e-Bangla National Cricket Stadium,101692,India,266,50,5.32,29.55555555555556,74.195,36.44637415538681,25.944444444444443,5.201666666666667,26.666666666666668,57.023809523809526,9,19,2.0,11.0,2.0,0.0,4.0,2022-12-07 06:00:00,0
184,1,Zahur Ahmed Chowdhury Stadium,101693,Bangladesh,182,34,5.35,18.2,75.93454545454546,43.2907334657889,52.1,9.251428571428573,40.8,29.470899470899468,10,9,1.0,3.0,1.0,0.0,4.0,2022-12-10 06:00:00,0
185,0,Zahur Ahmed Chowdhury Stadium,101693,India,409,50,8.18,51.125,86.664,28.330269586906752,20.75,4.745,24.166666666666668,57.5,8,9,0.0,4.0,5.0,0.0,0.0,2022-12-10 06:00:00,1
186,1,Sher-e-Bangla National Cricket Stadium,101694,Bangladesh,187,47,3.97,20.77777777777778,46.18,26.91898336712643,20.65,4.486,26.08333333333333,62.49206349206349,9,17,2.0,6.0,1.0,0.0,8.0,2022-12-04 06:00:00,1
187,0,Sher-e-Bangla National Cricket Stadium,101694,India,186,41.2,4.5,18.6,50.90090909090909,29.192775768118235,18.133333333333333,4.109999999999999,30.4,63.63425925925926,10,14,1.0,12.0,1.0,0.0,0.0,2022-12-04 06:00:00,0
188,1,Zahur Ahmed Chowdhury Stadium,101893,Bangladesh,246,48.5,5.03,24.6,67.29363636363637,32.18653330660192,24.95,4.544,31.2,56.12962962962962,10,6,0.0,4.0,2.0,0.0,0.0,2023-03-06 06:00:00,1
189,0,Zahur Ahmed Chowdhury Stadium,101893,England,196,43.1,4.54,19.6,62.61909090909091,30.684908038522256,27.333333333333336,4.905,32.93333333333334,50.16130910784998,10,4,0.0,4.0,0.0,0.0,0.0,2023-03-06 06:00:00,0
190,1,Sher-e-Bangla National Cricket Stadium,101894,Bangladesh,209,47.2,4.41,20.9,57.643636363636354,43.5219551584353,26.625,4.488333333333333,41.0,56.080246913580254,10,26,4.0,12.0,9.0,0.0,1.0,2023-03-01 06:00:00,0
191,0,Sher-e-Bangla National Cricket Stadium,101894,England,212,48.4,4.35,30.285714285714285,68.3288888888889,52.44907979686101,20.416666666666668,4.173333333333333,30.166666666666668,60.593434343434346,7,3,0.0,2.0,1.0,0.0,0.0,2023-03-01 06:00:00,1
192,1,Sher-e-Bangla National Cricket Stadium,101895,Bangladesh,194,44.4,4.34,19.4,46.62545454545455,23.159735067531173,45.125,6.48,42.5,45.0,10,13,1.0,1.0,7.0,0.0,4.0,2023-03-03 06:00:00,0
193,0,Sher-e-Bangla National Cricket Stadium,101895,England,326,50,6.52,46.57142857142857,88.85333333333334,40.10404799878484,15.166666666666666,4.066666666666666,26.33333333333333,59.93827160493828,7,13,1.0,10.0,1.0,0.0,1.0,2023-03-03 06:00:00,1
200,1,Pallekele International Cricket Stadium,102837,Bangladesh,164,42.4,3.84,16.4,38.07090909090909,19.748173175139467,26.625,4.366666666666666,39.0,58.76322751322751,10,8,1.0,4.0,3.0,0.0,0.0,2023-08-31 09:30:00,0
201,0,Pallekele International Cricket Stadium,102837,Sri Lanka,165,39,4.23,33.0,56.79428571428571,31.93182649403847,19.7,3.965,31.1,55.40243271221532,5,13,0.0,7.0,4.0,0.0,2.0,2023-08-31 09:30:00,1
204,1,R.Premadasa Stadium,102840,INDIA,259,49.5,5.19,25.9,61.04454545454546,31.20984568570475,36.13333333333334,5.173333333333333,42.4,58.73456790123458,10,17,0.0,12.0,3.0,0.0,2.0,2023-09-15 09:30:00,0
205,0,R.Premadasa Stadium,102840,Bangladesh,265,50,5.3,33.125,77.07300000000001,51.58258822913996,25.933333333333337,5.163333333333333,31.3,53.67743630154978,8,13,0.0,9.0,3.0,0.0,1.0,2023-09-15 09:30:00,1
206,1,Gaddafi Stadium,102841,Pakistan,194,39.3,4.91,64.66666666666667,74.30199999999999,45.44825109530992,21.01666666666667,5.572857142857144,26.866666666666667,49.37908496732026,3,4,0.0,2.0,2.0,0.0,0.0,2023-09-06 09:30:00,1
207,0,Gaddafi Stadium,102841,Bangladesh,193,38.4,4.99,19.3,59.437272727272735,31.961835334476845,35.666666666666664,5.383333333333333,52.0,49.74206349206349,10,8,0.0,3.0,5.0,0.0,0.0,2023-09-06 09:30:00,0
208,1,R.Premadasa Stadium,102842,Sri Lanka,257,50,5.14,28.55555555555556,79.282,28.064516129032256,19.416666666666668,4.721666666666667,28.5,52.94091710758377,9,10,0.0,9.0,1.0,0.0,0.0,2023-09-09 09:30:00,1
209,0,R.Premadasa Stadium,102842,Bangladesh,236,48.1,4.89,23.6,74.42454545454547,24.0291415901172,21.222222222222225,5.115,20.666666666666668,52.94753086419754,10,20,4.0,8.0,8.0,0.0,0.0,2023-09-09 09:30:00,0
210,1,Sher-e-Bangla National Cricket Stadium,103010,Bangladesh,171,34.3,4.95,17.1,59.61909090909091,38.43104264156896,33.0,4.946666666666666,39.0,60.90177133655394,10,10,3.0,7.0,0.0,0.0,0.0,2023-09-26 08:00:00,0
211,0,Sher-e-Bangla National Cricket Stadium,103010,New Zealand,175,34.5,5.02,58.333333333333336,79.414,49.52049689440993,16.0,4.886666666666667,21.7,57.67543859649123,3,4,0.0,2.0,2.0,0.0,0.0,2023-09-26 08:00:00,1
212,1,Sher-e-Bangla National Cricket Stadium,103012,Bangladesh,168,41.1,4.08,16.8,52.31727272727273,27.889420230902275,30.3,5.044,37.66666666666666,57.63636363636364,10,8,1.0,4.0,2.0,0.0,1.0,2023-09-23 08:00:00,0
213,0,Sher-e-Bangla National Cricket Stadium,103012,New Zealand,254,49.2,5.14,25.4,70.92818181818181,50.34816723892354,13.375,3.73,19.75,68.24074074074075,10,12,1.0,5.0,2.0,0.0,4.0,2023-09-23 08:00:00,1
214,1,R Premadasa Stadium,15567,Sri Lanka,314,50,6.28,39.25,93.69888888888887,25.598708010335915,24.791666666666664,5.382,27.33333333333333,52.91662105455208,8,18,1.0,16.0,1.0,0.0,0.0,2019-07-26 09:00:00,1
215,0,R Premadasa Stadium,15567,Bangladesh,223,41.4,5.35,22.3,63.3290909090909,28.16824966078697,37.03333333333334,5.774285714285715,37.2,44.24792139077853,10,28,0.0,24.0,4.0,0.0,0.0,2019-07-26 09:00:00,0
216,1,R Premadasa Stadium,15568,Sri Lanka,242,44.4,5.41,80.66666666666667,79.17999999999999,43.61475922451532,25.0,4.619999999999999,30.0,52.333333333333336,3,22,1.0,12.0,5.0,0.0,4.0,2019-07-28 09:00:00,1
217,0,R Premadasa Stadium,15568,Bangladesh,238,50,4.76,29.75,64.76,27.09557039684685,38.0,5.817142857142857,42.0,51.72619047619048,8,20,1.0,12.0,4.0,0.0,3.0,2019-07-28 09:00:00,0
218,1,R Premadasa Stadium,15569,Sri Lanka,294,50,5.88,36.75,114.62333333333336,40.18756799866245,18.1,4.693333333333333,25.2,56.388888888888886,8,4,0.0,4.0,0.0,0.0,0.0,2019-07-31 09:00:00,1
219,0,R Premadasa Stadium,15569,Bangladesh,172,36,4.77,17.2,65.41363636363637,31.448647970387096,32.583333333333336,6.0683333333333325,38.0,45.49382716049383,10,7,0.0,5.0,2.0,0.0,0.0,2019-07-31 09:00:00,0
220,1,University Oval,22389,New Zealand,132,21.2,6.18,66.0,131.925,61.51833407472505,14.4375,3.0580000000000007,28.8125,73.63382250174702,2,7,2.0,2.0,2.0,0.0,1.0,2021-03-19 22:00:00,1
221,0,University Oval,22389,Bangladesh,131,41.5,3.13,13.1,45.54,29.60621546433904,36.0,5.98,25.0,44.83618233618233,10,13,1.0,9.0,3.0,0.0,0.0,2021-03-19 22:00:00,0
222,1,Hagley Oval,22390,New Zealand,275,48.2,5.68,55.0,91.0457142857143,41.33644133644134,39.625,5.751666666666666,52.5,54.87654320987654,5,17,0.0,13.0,4.0,0.0,0.0,2021-03-23 01:00:00,1
223,0,Hagley Oval,22390,Bangladesh,271,50,5.42,45.16666666666666,91.41875,38.49796603309395,26.0,6.835714285714286,27.75,40.97020626432391,6,24,1.0,17.0,6.0,0.0,0.0,2021-03-23 01:00:00,0
224,1,Basin Reserve,22391,New Zealand,318,50,6.36,53.0,113.29125,32.06837606837607,14.05,3.7083333333333335,24.066666666666663,66.36272141706924,6,16,3.0,10.0,2.0,0.0,1.0,2021-03-25 22:00:00,1
225,0,Basin Reserve,22391,Bangladesh,154,42.4,3.6,15.4,34.93181818181818,20.74884180147338,49.833333333333336,6.114999999999999,47.0,47.410714285714285,10,12,1.0,10.0,0.0,0.0,1.0,2021-03-25 22:00:00,0
226,1,Sher-e-Bangla National Cricket Stadium,31758,Bangladesh,257,50,5.14,42.833333333333336,69.14375,33.64061864061864,21.833333333333336,4.824999999999999,30.75,47.19135802469136,6,12,2.0,9.0,1.0,0.0,0.0,2021-05-23 07:00:00,1
227,0,Sher-e-Bangla National Cricket Stadium,31758,Sri Lanka,224,48.1,4.65,22.4,68.19636363636363,37.25205725205725,28.5,4.761666666666667,35.0,50.625,10,7,0.0,3.0,4.0,0.0,0.0,2021-05-23 07:00:00,0
228,1,Sher-e-Bangla National Cricket Stadium,31759,Bangladesh,246,48.1,5.1,24.6,61.48909090909091,28.66655295923589,15.916666666666668,3.341666666666667,23.75,62.42283950617284,10,11,3.0,3.0,4.0,0.0,1.0,2021-05-25 07:00:00,1
229,0,Sher-e-Bangla National Cricket Stadium,31759,Sri Lanka,141,40,3.52,15.666666666666666,60.21000000000001,28.9413616686344,22.541666666666664,5.336666666666666,31.25,44.5679012345679,9,0,0.0,0.0,0.0,0.0,0.0,2021-05-25 07:00:00,0
230,1,Sher-e-Bangla National Cricket Stadium,31760,Bangladesh,189,42.3,4.44,18.9,62.66700000000001,16.706185046917565,33.75,6.178333333333334,30.75,44.32098765432099,10,11,0.0,6.0,1.0,0.0,4.0,2021-05-28 07:00:00,0
231,0,Sher-e-Bangla National Cricket Stadium,31760,Sri Lanka,286,50,5.72,47.66666666666666,81.62875,32.73989898989899,19.925,4.401666666666666,24.95,49.84811565951917,6,17,1.0,7.0,9.0,0.0,0.0,2021-05-28 07:00:00,1
232,1,Supersport Park,33724,South Africa,276,48.5,5.65,27.6,74.16636363636364,32.9874851261472,50.3,6.16,48.0,47.66666666666667,10,12,0.0,8.0,0.0,0.0,4.0,2022-03-18 11:00:00,0
233,0,Supersport Park,33724,Bangladesh,314,50,6.28,44.85714285714285,112.07888888888888,52.80126938895093,18.6875,6.621666666666666,17.125,44.586139169472496,7,19,2.0,11.0,3.0,0.0,3.0,2022-03-18 11:00:00,1
