,home,place,match_id,team_name,score,overs,rr,bata,batsr,bbp,balla,eco,ballsr,dbp,wickets_lost,sum_extras,nb,w,lb,pen,b,datetime,winner
234,1,New Wanderers Stadium,33725,South Africa,195,37.2,5.22,65.0,83.96399999999998,57.17646541895708,15.36,3.467142857142857,31.0,61.86274509803921,3,4,0.0,4.0,0.0,0.0,0.0,2022-03-20 08:00:00,1
235,0,New Wanderers Stadium,33725,Bangladesh,194,50,3.88,21.55555555555556,43.74090909090909,20.00956937799043,34.666666666666664,5.675714285714286,50.0,57.86848072562358,9,17,2.0,8.0,2.0,0.0,5.0,2022-03-20 08:00:00,0
236,1,Supersport Park,33726,South Africa,154,37,4.16,15.4,65.43272727272728,40.00444000444,36.0,6.302,42.0,54.98809523809523,10,17,0.0,9.0,8.0,0.0,0.0,2022-03-23 11:00:00,0
237,0,Supersport Park,33726,Bangladesh,156,26.3,5.88,156.0,93.43333333333334,58.49297573435505,20.75,4.1,27.45,65.96825396825398,1,3,0.0,3.0,0.0,0.0,0.0,2022-03-23 11:00:00,1
238,1,The Oval,8196,South Africa,309,50,6.18,38.625,99.305,37.39646315695913,30.33333333333333,7.142857142857143,30.0,43.33333333333333,8,14,1.0,9.0,0.0,0.0,4.0,2019-06-02 09:30:00,0
239,0,The Oval,8196,Bangladesh,330,50,6.6,55.0,114.75,59.34276954929129,36.20833333333333,6.285,41.0,35.43981481481482,6,21,0.0,12.0,9.0,0.0,0.0,2019-06-02 09:30:00,1
240,1,The Oval,8200,Bangladesh,244,49.2,4.94,24.4,74.29499999999999,26.552552257180206,21.0,5.41,26.25,52.23214285714286,10,18,0.0,9.0,8.0,0.0,1.0,2019-06-05 12:30:00,0
241,0,The Oval,8200,New Zealand,248,47.1,5.25,31.0,93.592,52.3961262553802,30.75,5.733333333333333,42.35,48.35227272727273,8,10,1.0,9.0,0.0,0.0,0.0,2019-06-05 12:30:00,1
242,1,Cardiff Wales Stadium,8203,England,386,50,7.72,64.33333333333333,145.38375,45.77225334578276,28.666666666666664,5.48,32.333333333333336,42.97781271837875,6,11,1.0,7.0,3.0,0.0,0.0,2019-06-08 09:30:00,1
243,0,Cardiff Wales Stadium,8203,Bangladesh,280,48.5,5.73,28.0,69.81090909090909,22.525632986703016,53.875,8.265,42.75,33.3641975308642,10,19,0.0,10.0,9.0,0.0,0.0,2019-06-08 09:30:00,0
248,1,Edgbaston,8231,Bangladesh,286,48,5.95,28.6,87.4409090909091,42.02317290552585,33.45,6.445714285714287,39.0,43.81802721088436,10,12,0.0,10.0,1.0,0.0,1.0,2019-07-02 09:30:00,0
249,0,Edgbaston,8231,India,314,50,6.28,34.888888888888886,80.18777777777778,29.90984015984016,40.55,5.942,40.6,47.77777777777778,9,13,1.0,6.0,6.0,0.0,0.0,2019-07-02 09:30:00,1
250,1,Lord's Cricket Ground,8234,Pakistan,315,50,6.3,35.0,94.56,30.86191973401276,24.833333333333336,4.858333333333333,30.0,51.49911816578484,9,16,1.0,12.0,3.0,0.0,0.0,2019-07-05 09:30:00,1
251,0,Lord's Cricket Ground,8234,Bangladesh,221,44.1,5.0,22.1,71.7690909090909,36.4772218377234,21.416666666666668,6.345,28.5,41.58289241622575,10,11,0.0,6.0,5.0,0.0,0.0,2019-07-05 09:30:00,0
252,1,Dubai International Stadium,8981,Bangladesh,261,49.3,5.27,26.1,47.61181818181819,19.158467794831434,15.0,3.495000000000001,25.666666666666668,66.29389129389129,10,12,1.0,7.0,4.0,0.0,0.0,2018-09-15 11:30:00,1
253,0,Dubai International Stadium,8981,Sri Lanka,124,35.2,3.5,12.4,56.26363636363636,28.386793747295314,35.35,5.698571428571428,38.8,47.89837146980004,10,1,0.0,0.0,1.0,0.0,0.0,2018-09-15 11:30:00,0
256,1,Dubai International Stadium,8987,India,174,36.2,4.78,58.0,66.76599999999999,33.58319993259753,10.083333333333334,3.506,17.666666666666668,64.7037037037037,3,4,1.0,2.0,1.0,0.0,0.0,2018-09-21 11:30:00,1
257,0,Dubai International Stadium,8987,Bangladesh,173,49.1,3.51,17.3,56.8109090909091,30.272368154721093,31.666666666666668,4.884,38.333333333333336,54.653679653679646,10,3,1.0,1.0,1.0,0.0,0.0,2018-09-21 11:30:00,0
260,1,Zayed Cricket Stadium,8992,Pakistan,202,50,4.04,22.444444444444443,57.8609090909091,23.19099607478931,27.5625,4.996666666666667,33.25,46.725648671270136,9,9,1.0,5.0,2.0,0.0,1.0,2018-09-26 11:30:00,0
261,0,Zayed Cricket Stadium,8992,Bangladesh,239,48.5,4.89,23.9,73.232,25.72381154199336,23.95,4.026666666666666,36.6,54.45436507936507,10,9,0.0,1.0,8.0,0.0,0.0,2018-09-26 11:30:00,1
262,1,Dubai International Stadium,8993,India,223,50,4.46,31.857142857142858,74.67666666666668,35.95414427540031,26.375,4.5616666666666665,36.5,58.06502230521839,7,9,0.0,5.0,3.0,0.0,1.0,2018-09-28 11:30:00,1
263,0,Dubai International Stadium,8993,Bangladesh,222,48.3,4.57,22.2,49.98090909090909,25.73673571607456,32.0,4.691666666666666,43.2,55.879629629629626,10,7,0.0,5.0,2.0,0.0,0.0,2018-09-28 11:30:00,0
264,1,McLean Park,9085,New Zealand,233,44.3,5.23,116.5,77.235,43.82401665420534,18.583333333333336,4.486666666666667,23.166666666666668,59.581763967357176,2,7,0.0,4.0,3.0,0.0,0.0,2019-02-13 01:00:00,1
265,0,McLean Park,9085,Bangladesh,232,48.5,4.75,23.2,61.77363636363636,43.54646315307212,34.5,5.574285714285714,39.0,49.83993597438975,10,26,1.0,15.0,5.0,5.0,0.0,2019-02-13 01:00:00,0
266,1,Hagley Oval,9086,New Zealand,229,36.1,6.33,114.5,93.8825,50.13596572918606,25.805555555555557,4.558333333333333,35.166666666666664,63.62745098039216,2,11,0.0,10.0,0.0,0.0,1.0,2019-02-15 22:00:00,1
267,0,Hagley Oval,9086,Bangladesh,226,49.4,4.55,22.6,63.81363636363636,38.26735391384329,21.0,7.048571428571429,27.0,41.41156462585034,10,23,0.0,17.0,6.0,0.0,0.0,2019-02-15 22:00:00,0
268,1,University Oval,9087,New Zealand,330,50,6.6,55.0,131.45875,46.06337660160987,15.77777777777778,5.045000000000001,22.055555555555557,57.436868686868685,6,11,2.0,6.0,3.0,0.0,0.0,2019-02-19 22:00:00,1
269,0,University Oval,9087,Bangladesh,242,47.2,5.11,24.2,57.044,27.63191606774495,50.5,7.513333333333333,51.6,43.24074074074074,10,20,0.0,18.0,2.0,0.0,0.0,2019-02-19 22:00:00,0
276,1,Mangaung Oval,101641,South Africa,298,50,5.96,42.57142857142857,93.94333333333331,38.96523034887815,27.20833333333333,6.745,23.75,45.69444444444444,7,9,3.0,5.0,1.0,0.0,0.0,2023-01-27 11:00:00,1
277,0,Mangaung Oval,101641,England,271,44.2,6.11,27.1,64.91181818181819,33.26068793905028,47.13333333333333,5.91,45.6,42.70723104056437,10,9,3.0,4.0,2.0,0.0,0.0,2023-01-27 11:00:00,0
278,1,De Beers Diamond Oval,101642,South Africa,287,43.1,6.64,28.7,110.3718181818182,44.36328377504848,39.333333333333336,7.031666666666666,33.0,44.06635802469136,10,9,0.0,8.0,1.0,0.0,0.0,2023-02-01 11:00:00,0
279,0,De Beers Diamond Oval,101642,England,346,50,6.92,49.42857142857143,113.14888888888888,39.82503597447632,26.77777777777777,7.669999999999999,25.666666666666668,40.162037037037045,7,18,3.0,9.0,5.0,0.0,1.0,2023-02-01 11:00:00,1
280,1,Mangaung Oval,101643,South Africa,347,49.1,7.05,69.4,120.10142857142856,49.24550277444933,49.16666666666666,6.551666666666666,45.5,49.12037037037037,5,3,1.0,1.0,1.0,0.0,0.0,2023-01-29 08:00:00,1
281,0,Mangaung Oval,101643,England,342,50,6.84,48.85714285714285,86.29777777777777,51.16745358505893,40.0,7.323333333333334,40.0,38.117283950617285,7,34,1.0,18.0,9.0,5.0,1.0,2023-01-29 08:00:00,0
282,1,The Oval,101732,England,368,48.1,7.64,36.8,85.206,33.13649070228018,21.433333333333334,4.661666666666666,25.0,54.40586419753087,10,17,0.0,13.0,3.0,0.0,1.0,2023-09-13 11:30:00,1
283,0,The Oval,101732,New Zealand,187,39,4.79,18.7,61.01090909090908,22.773958068075714,42.55,8.01142857142857,33.2,35.714285714285715,10,16,1.0,6.0,4.0,5.0,0.0,2023-09-13 11:30:00,0
284,1,Cardiff Wales Stadium,101733,England,291,50,5.82,48.5,100.62375,37.76068376068376,51.0,6.4071428571428575,42.0,47.12917775805975,6,5,1.0,4.0,0.0,0.0,0.0,2023-09-08 11:30:00,0
285,0,Cardiff Wales Stadium,101733,New Zealand,297,45.4,6.5,148.5,98.9825,56.6734123864457,33.833333333333336,5.776666666666667,34.666666666666664,43.3179012345679,2,13,1.0,10.0,2.0,0.0,0.0,2023-09-08 11:30:00,1
286,1,Lord's Cricket Ground,101734,England,311,50,6.22,34.55555555555556,100.09545454545456,34.76596284804696,29.7,5.463333333333334,31.0,53.24074074074074,9,10,0.0,7.0,3.0,0.0,0.0,2023-09-15 11:30:00,1
287,0,Lord's Cricket Ground,101734,New Zealand,211,38.2,5.5,21.1,72.23400000000001,33.612862680435654,30.625,6.402857142857143,31.5,45.71995464852608,10,16,0.0,13.0,3.0,0.0,0.0,2023-09-15 11:30:00,0
288,1,The Ageas Bowl,101735,England,226,34,6.64,32.285714285714285,101.84111111111112,38.062833852307534,14.583333333333334,5.604,17.666666666666664,50.80952380952381,7,10,0.0,7.0,2.0,0.0,1.0,2023-09-10 10:00:00,1
289,0,The Ageas Bowl,101735,New Zealand,147,26.5,5.47,14.7,83.84000000000002,35.58482984320305,31.208333333333336,6.413333333333334,29.75,42.36111111111112,10,6,0.0,4.0,2.0,0.0,0.0,2023-09-10 10:00:00,0
296,1,Newlands,15253,South Africa,258,47.4,5.41,86.0,76.14,47.02142677244223,37.73333333333333,5.238333333333334,43.6,48.67063492063492,3,3,0.0,1.0,2.0,0.0,0.0,2020-02-04 11:00:00,1
297,0,Newlands,15253,England,258,50,5.16,32.25,79.82200000000002,29.006750811197275,34.0,5.482857142857143,42.0,44.81219838362695,8,11,1.0,8.0,2.0,0.0,0.0,2020-02-04 11:00:00,0
298,1,New Wanderers Stadium,15255,South Africa,256,50,5.12,36.57142857142857,70.63888888888887,41.35412533922957,35.16666666666667,6.45,38.25,53.16778900112232,7,15,0.0,8.0,6.0,0.0,1.0,2020-02-09 08:00:00,0
299,0,New Wanderers Stadium,15255,England,257,43.2,5.93,32.125,81.08,50.67261150408014,25.33333333333333,4.911666666666666,36.66666666666666,54.40035273368607,8,13,0.0,13.0,0.0,0.0,0.0,2020-02-09 08:00:00,1
306,1,Emirates Riverside,22425,England,189,34.5,5.42,37.8,84.63857142857144,40.29772835441703,8.055555555555555,4.151666666666666,15.666666666666666,58.973063973063965,5,12,2.0,5.0,5.0,0.0,0.0,2021-06-29 10:00:00,1
307,0,Emirates Riverside,22425,Sri Lanka,185,42.3,4.35,18.5,40.25181818181818,25.693956768217763,35.22222222222222,5.601666666666667,39.0,39.362220877051385,10,17,1.0,7.0,9.0,0.0,0.0,2021-06-29 10:00:00,0
308,1,The Oval,22426,England,244,43,5.67,122.0,91.1125,52.20351588911426,12.8,4.8,13.5,57.000000000000014,2,12,0.0,11.0,0.0,0.0,1.0,2021-07-01 12:00:00,1
309,0,The Oval,22426,Sri Lanka,241,50,4.82,26.77777777777778,70.67090909090909,30.01748355941096,40.0,5.603333333333334,39.0,49.06084656084656,9,14,0.0,13.0,1.0,0.0,0.0,2021-07-01 12:00:00,0
310,1,Cardiff Wales Stadium,22429,England,142,21.5,6.5,142.0,89.46333333333332,50.82584758041148,11.75,4.166666666666667,19.75,65.11800334168755,1,9,1.0,7.0,1.0,0.0,0.0,2021-07-08 12:00:00,1
311,0,Cardiff Wales Stadium,22429,Pakistan,141,35.2,3.99,14.1,49.54818181818182,36.00028191293589,22.0,6.196666666666666,30.0,40.23148148148148,10,4,1.0,3.0,0.0,0.0,0.0,2021-07-08 12:00:00,0
312,1,Lord's Cricket Ground,22430,England,247,45.2,5.44,24.7,62.82545454545454,37.04127452100542,21.93333333333333,4.640000000000001,27.8,61.203703703703695,10,6,1.0,5.0,0.0,0.0,0.0,2021-07-10 10:00:00,1
313,0,Lord's Cricket Ground,22430,Pakistan,195,41,4.75,19.5,73.66636363636366,38.106899702825,26.84,5.473333333333334,32.8,54.31748035914702,10,13,2.0,6.0,5.0,0.0,0.0,2021-07-10 10:00:00,0
314,1,Edgbaston,22431,England,332,48,6.91,47.42857142857143,96.6888888888889,41.05097916372426,34.06666666666667,6.669999999999999,28.666666666666668,42.36772486772487,7,12,0.0,7.0,5.0,0.0,0.0,2021-07-13 12:00:00,1
315,0,Edgbaston,22431,Pakistan,331,50,6.62,36.77777777777778,107.08,46.41298375475591,38.583333333333336,6.573333333333333,32.5,45.15432098765432,9,12,0.0,9.0,3.0,0.0,0.0,2021-07-13 12:00:00,0
316,1,Maharashtra Cricket Association Stadium,22465,India,317,50,6.34,63.4,94.49714285714286,51.04159572616588,24.958333333333336,5.91,27.75,53.94444444444444,5,8,0.0,5.0,3.0,0.0,0.0,2021-03-23 08:00:00,1
317,0,Maharashtra Cricket Association Stadium,22465,England,251,42.1,5.95,25.1,66.04272727272728,29.83329213419197,24.416666666666668,6.585,23.0,44.67592592592592,10,13,0.0,10.0,3.0,0.0,0.0,2021-03-23 08:00:00,0
318,1,Maharashtra Cricket Association Stadium,22466,India,336,50,6.72,56.0,120.91,40.97162097162097,46.0,7.94,45.0,46.12121212121212,6,9,0.0,7.0,2.0,0.0,0.0,2021-03-26 08:00:00,0
319,0,Maharashtra Cricket Association Stadium,22466,England,337,43.3,7.74,84.25,100.83,48.69999275913255,44.625,6.810000000000001,39.0,38.71031746031746,4,16,2.0,8.0,2.0,0.0,4.0,2021-03-26 08:00:00,1
320,1,Maharashtra Cricket Association Stadium,22467,India,329,48.2,6.8,32.9,87.614,34.56389129896592,34.583333333333336,6.605,31.666666666666668,45.21384479717813,10,11,0.0,10.0,1.0,0.0,0.0,2021-03-28 08:00:00,1
321,0,Maharashtra Cricket Association Stadium,22467,England,322,50,6.44,35.77777777777778,102.81727272727272,46.13638065906668,37.83333333333333,6.752857142857143,33.0,45.3483817769532,9,13,0.0,12.0,1.0,0.0,0.0,2021-03-28 08:00:00,0
322,1,The Oval,33689,England,110,25.2,4.34,11.0,49.54181818181817,45.887445887445885,0.0,5.236666666666667,0.0,65.2579365079365,10,9,0.0,7.0,2.0,0.0,0.0,2022-07-12 12:00:00,0
323,0,The Oval,33689,India,114,18.4,6.1,0.0,94.215,63.96434634974533,13.166666666666666,4.542,17.11111111111111,68.24891774891775,0,7,0.0,5.0,2.0,0.0,0.0,2022-07-12 12:00:00,1
324,1,Lord's Cricket Ground,33690,England,246,49,5.02,24.6,72.62454545454545,30.282732454308267,19.4,3.775,28.366666666666667,62.84283173407467,10,13,1.0,8.0,4.0,0.0,0.0,2022-07-14 12:00:00,1
325,0,Lord's Cricket Ground,33690,India,146,38.5,3.75,14.6,42.00454545454546,25.40181929237401,30.25,4.846666666666667,34.2,56.41203703703704,10,8,0.0,1.0,7.0,0.0,0.0,2022-07-14 12:00:00,0
326,1,Old Trafford,33691,England,259,45.5,5.65,25.9,65.86545454545455,35.20500920249844,36.888888888888886,8.47125,36.66666666666666,39.80654761904761,10,17,2.0,13.0,2.0,0.0,0.0,2022-07-17 10:00:00,0
327,0,Old Trafford,33691,India,261,42.1,6.18,52.2,79.15714285714284,43.83484436027932,20.0,5.4750000000000005,20.291666666666668,55.83860191911038,5,7,0.0,3.0,3.0,0.0,1.0,2022-07-17 10:00:00,1
328,1,Emirates Riverside,33693,England,271,47,5.76,27.1,82.87545454545455,27.130440618812717,43.625,6.897142857142858,43.5,38.07539682539682,10,14,1.0,7.0,4.0,0.0,2.0,2022-07-19 12:00:00,0
329,0,Emirates Riverside,33693,South Africa,333,50,6.66,66.6,115.28166666666664,39.296292679751325,28.65,5.571666666666666,33.25,44.85441416259027,5,11,1.0,6.0,4.0,0.0,0.0,2022-07-19 12:00:00,1
330,1,Old Trafford,33694,England,201,28.1,7.13,20.1,102.39181818181818,45.45561765376007,8.633333333333333,3.708,14.8,62.1031746031746,10,9,0.0,4.0,5.0,0.0,0.0,2022-07-22 12:00:00,1
331,0,Old Trafford,33694,South Africa,83,20.4,4.01,8.3,49.835,24.94895478852698,21.0,7.075999999999999,19.5,40.66666666666666,10,4,0.0,3.0,1.0,0.0,0.0,2022-07-22 12:00:00,0
332,1,VRA Cricket Ground,34010,Netherlands,266,49.4,5.35,26.6,80.66,39.588885861613136,74.16666666666667,10.046666666666669,49.0,30.83333333333333,10,14,0.0,3.0,11.0,0.0,0.0,2022-06-17 09:00:00,0
333,0,VRA Cricket Ground,34010,England,498,50,9.96,124.5,131.92499999999998,43.98343851385746,18.2,5.501666666666666,22.2,51.79012345679012,4,22,2.0,14.0,2.0,0.0,4.0,2022-06-17 09:00:00,1
334,1,VRA Cricket Ground,34011,Netherlands,235,41,5.73,33.57142857142857,80.15777777777778,33.01323948382772,34.5,7.03375,33.0,46.71357212475634,7,14,0.0,4.0,5.0,0.0,5.0,2022-06-19 09:00:00,0
335,0,VRA Cricket Ground,34011,England,239,36.1,6.6,59.75,84.65166666666666,35.98130687171783,28.0,5.651666666666667,30.75,48.15145502645502,4,7,0.0,2.0,5.0,0.0,0.0,2022-06-19 09:00:00,1
336,1,VRA Cricket Ground,34012,Netherlands,244,49.2,4.94,24.4,59.50545454545455,19.018299881936244,29.5,8.753333333333334,21.0,40.67460317460319,10,20,2.0,13.0,3.0,0.0,2.0,2022-06-22 09:00:00,0
337,0,VRA Cricket Ground,34012,England,248,30.1,8.22,124.0,103.785,50.07929720356944,30.5,4.931666666666666,39.65,50.589254220206605,2,12,1.0,6.0,5.0,0.0,0.0,2022-06-22 09:00:00,1
338,1,The Oval,8192,England,311,50,6.22,38.875,101.798,33.09300388995662,26.3,4.805000000000001,30.3,58.49264705882353,8,10,0.0,8.0,2.0,0.0,0.0,2019-05-30 09:30:00,1
339,0,The Oval,8192,South Africa,207,39.5,5.19,20.7,76.36909090909091,51.80287448736647,32.375,6.161428571428571,32.0,41.278344671201815,10,10,0.0,1.0,5.0,0.0,4.0,2019-05-30 09:30:00,0
340,1,Trent Bridge,8197,England,334,50,6.68,37.11111111111112,101.34363636363636,43.83890457862277,22.277777777777786,6.968333333333334,22.0,38.93849206349206,9,8,0.0,5.0,3.0,0.0,0.0,2019-06-03 09:30:00,0
341,0,Trent Bridge,8197,Pakistan,348,50,6.96,43.5,139.906,51.40981240981241,29.066666666666663,6.211666666666666,28.0,41.25661375661375,8,20,0.0,11.0,8.0,0.0,1.0,2019-06-03 09:30:00,1
346,1,Headingley,8218,England,212,47,4.51,21.2,55.66545454545454,23.382305542125824,18.791666666666664,4.685714285714285,24.0,50.17857142857143,10,6,0.0,5.0,1.0,0.0,0.0,2019-06-21 09:30:00,0
347,0,Headingley,8218,Sri Lanka,232,50,4.64,25.77777777777778,61.64090909090908,18.355336137453484,19.979166666666664,4.855,28.75,52.61574074074073,9,10,0.0,6.0,4.0,0.0,0.0,2019-06-21 09:30:00,1
350,1,Edgbaston,8229,England,337,50,6.74,48.142857142857146,108.93625,37.50708459569219,23.666666666666664,6.376666666666668,25.0,42.08333333333333,7,8,0.0,4.0,2.0,0.0,2.0,2019-06-30 09:30:00,1
351,0,Edgbaston,8229,India,306,50,6.12,61.2,93.55571428571427,38.93108758654977,43.26666666666667,6.660000000000001,44.0,47.333333333333336,5,7,0.0,6.0,1.0,0.0,0.0,2019-06-30 09:30:00,0
352,1,Emirates Riverside,8232,England,305,50,6.1,38.125,93.352,26.791350159274685,23.38888888888889,4.027142857142857,36.0,57.44236583522298,8,15,0.0,7.0,4.0,0.0,4.0,2019-07-03 09:30:00,1
353,0,Emirates Riverside,8232,New Zealand,186,45,4.13,18.6,50.91090909090909,28.408141566036303,42.1,6.728333333333333,40.8,41.82098765432099,10,14,0.0,6.0,6.0,0.0,2.0,2019-07-03 09:30:00,0
356,1,Lord's Cricket Ground,8239,New Zealand,241,50,4.82,30.125,80.45599999999999,32.238691506328685,24.0,4.666666666666667,38.5,55.5026455026455,8,30,1.0,17.0,12.0,0.0,0.0,2019-07-14 09:30:00,0
357,0,Lord's Cricket Ground,8239,England,241,50,4.82,24.1,60.96888888888888,24.28538338807532,29.333333333333336,4.823333333333334,39.5,50.516975308641975,10,17,0.0,12.0,3.0,0.0,2.0,2019-07-14 09:30:00,1
358,1,Eden Park,100836,New Zealand,309,47.1,6.55,103.0,89.84399999999998,55.49109584472753,37.0,6.0600000000000005,33.333333333333336,51.333333333333336,3,13,2.0,8.0,3.0,0.0,0.0,2022-11-25 01:30:00,1
359,0,Eden Park,100836,India,306,50,6.12,43.71428571428572,106.275,55.63513513513514,48.0,6.564,42.0,49.31481481481482,7,11,0.0,8.0,1.0,0.0,2.0,2022-11-25 01:30:00,0
360,1,Bharat Ratna Shri Atal Bihari Vajpai Ekana Cricket Stadium,101163,India,240,40,6.0,30.0,79.521,36.844938985942655,41.833333333333336,6.069999999999999,40.0,52.08333333333333,8,18,2.0,14.0,2.0,0.0,0.0,2022-10-06 08:00:00,0
361,0,Bharat Ratna Shri Atal Bihari Vajpai Ekana Cricket Stadium,101163,South Africa,249,40,6.22,62.25,73.46666666666667,49.25457275457276,37.06666666666666,5.948,36.8,54.16666666666667,4,22,1.0,15.0,4.0,0.0,2.0,2022-10-06 08:00:00,1
362,1,JSCA International Stadium Complex,101164,India,282,45.5,6.15,94.0,93.706,53.27573748926875,42.333333333333336,5.583333333333333,43.6,46.99294532627866,3,5,2.0,3.0,0.0,0.0,0.0,2022-10-09 08:00:00,1
363,0,JSCA International Stadium Complex,101164,South Africa,278,50,5.56,39.71428571428572,73.19555555555556,39.57507598013927,51.66666666666666,6.285,54.0,45.80995640744069,7,9,0.0,3.0,2.0,0.0,4.0,2022-10-09 08:00:00,0
364,1,Arun Jaitley Stadium,101165,India,105,19.1,5.47,35.0,74.076,56.20408163265306,9.125,3.606666666666667,13.5,67.18253968253968,3,8,1.0,1.0,5.0,0.0,1.0,2022-10-11 08:00:00,1
365,0,Arun Jaitley Stadium,101165,South Africa,99,27.1,3.64,9.9,49.0290909090909,36.57244716068246,20.5,5.13,27.0,67.5,10,5,0.0,4.0,1.0,0.0,0.0,2022-10-11 08:00:00,0
378,1,Rajiv Gandhi International Stadium,101868,India,349,50,6.98,43.625,90.672,28.932298725941983,39.8,6.8950000000000005,32.6,52.16179653679652,8,13,0.0,13.0,0.0,0.0,0.0,2023-01-18 08:00:00,1
379,0,Rajiv Gandhi International Stadium,101868,New Zealand,337,49.2,6.83,33.7,84.15545454545455,47.54582737836326,50.8,6.93,44.4,39.78395061728394,10,19,0.0,14.0,5.0,0.0,0.0,2023-01-18 08:00:00,0
380,1,Shaheed Veer Narayan Singh International Cricket Stadium,101869,India,111,20.1,5.5,55.5,97.1425,77.78966131907309,13.75,2.973333333333333,25.83333333333333,73.61111111111111,2,1,0.0,0.0,1.0,0.0,0.0,2023-01-21 08:00:00,1
381,0,Shaheed Veer Narayan Singh International Cricket Stadium,101869,New Zealand,108,34.3,3.13,10.8,33.331818181818186,20.89728453364817,28.5,5.593999999999999,27.0,64.5,10,7,0.0,5.0,2.0,0.0,0.0,2023-01-21 08:00:00,0
382,1,Holkar Cricket Stadium,101870,India,385,50,7.7,42.77777777777778,111.554,51.10392295532074,29.233333333333334,6.996666666666667,26.0,46.49470899470899,9,12,0.0,6.0,1.0,0.0,5.0,2023-01-24 08:00:00,1
383,0,Holkar Cricket Stadium,101870,New Zealand,295,41.2,7.13,29.5,62.32545454545455,27.26003749021652,36.55555555555556,7.908333333333334,25.33333333333333,40.23148148148149,10,19,0.0,12.0,5.0,0.0,2.0,2023-01-24 08:00:00,0
384,1,Greenfield Stadium,101874,India,390,50,7.8,78.0,113.08571428571427,39.25019683162443,8.666666666666666,2.9325,16.0,76.52777777777777,5,15,0.0,5.0,10.0,0.0,0.0,2023-01-15 08:00:00,1
385,0,Greenfield Stadium,101874,Sri Lanka,73,22,3.31,7.3,40.72555555555555,40.73651494704127,47.333333333333336,7.796666666666666,36.0,34.53703703703704,10,10,0.0,7.0,2.0,0.0,1.0,2023-01-15 08:00:00,0
386,1,Barsapara Cricket Stadium,101875,India,373,50,7.46,53.285714285714285,113.9688888888889,37.6953453326201,38.4,5.989999999999999,37.4,56.22244268077602,7,6,0.0,5.0,1.0,0.0,0.0,2023-01-10 08:00:00,1
387,0,Barsapara Cricket Stadium,101875,Sri Lanka,306,50,6.12,38.25,79.66099999999999,48.81347370894086,36.266666666666666,7.351428571428571,30.4,36.54761904761905,8,12,0.0,9.0,3.0,0.0,0.0,2023-01-10 08:00:00,0
388,1,Eden Gardens,101876,India,219,43.2,5.05,36.5,89.41,69.82288748832866,16.75,5.296666666666666,20.583333333333336,56.16946778711485,6,18,2.0,13.0,3.0,0.0,0.0,2023-01-12 08:00:00,1
389,0,Eden Gardens,101876,Sri Lanka,215,39.4,5.42,21.5,71.36363636363636,44.61350903997963,28.125,4.732857142857143,30.875,56.06481481481482,10,7,1.0,5.0,1.0,0.0,0.0,2023-01-12 08:00:00,0
392,1,R.Premadasa Stadium,102843,Pakistan,128,32,4.0,12.8,59.24777777777777,26.542024802894367,75.0,7.1066666666666665,60.0,45.43226381461676,10,17,0.0,14.0,3.0,0.0,0.0,2023-09-10 09:30:00,0
393,0,R.Premadasa Stadium,102843,India,356,50,7.12,178.0,115.075,63.249038022921575,14.0,3.9866666666666655,23.4,63.95833333333332,2,9,1.0,8.0,0.0,0.0,0.0,2023-09-10 09:30:00,1
394,1,R.Premadasa Stadium,102844,India,213,49.1,4.33,21.3,49.37636363636363,17.40633956035238,14.65,4.016666666666667,25.05,64.17293233082707,10,21,0.0,20.0,1.0,0.0,0.0,2023-09-12 09:30:00,1
395,0,R.Premadasa Stadium,102844,Sri Lanka,172,41.3,4.14,17.2,54.10727272727272,31.149253627406747,17.833333333333332,5.217142857142856,26.5,58.108465608465615,10,15,1.0,8.0,6.0,0.0,0.0,2023-09-12 09:30:00,0
